조사명,이름,전화번호,소속,1,2,3,4,5,중복횟수,중복여부
테스트조사,홍길동27850,010-9087-5432,B리서치,2,4,3,2,2,2,True
테스트조사,홍길동27897,010-6644-7615,B리서치,2,2,1,1,1,2,True
테스트조사,홍길동28127,010-4306-3204,C리서치,2,2,5,4,1,2,True
테스트조사,홍길동28128,010-7589-1153,C리서치,4,2,2,4,4,2,True
테스트조사,홍길동28188,010-7959-8412,A리서치,4,3,2,3,3,2,True
테스트조사,홍길동28509,010-3392-2460,A리서치,4,1,2,4,3,2,True
테스트조사,홍길동28595,010-2540-5398,A리서치,5,4,2,2,2,2,True
테스트조사,홍길동28682,010-8622-2480,C리서치,5,1,1,5,5,2,True
테스트조사,홍길동28816,010-2553-3085,B리서치,2,1,2,3,5,2,True
테스트조사,홍길동28862,010-7344-8461,B리서치,1,2,5,2,3,2,True
테스트조사,홍길동28870,010-9494-3474,B리서치,5,4,1,4,4,2,True
테스트조사,홍길동28986,010-9618-9975,A리서치,3,2,1,5,3,2,True
테스트조사,홍길동28995,010-7055-6132,C리서치,1,4,3,5,3,2,True
테스트조사,홍길동29047,010-2491-5134,B리서치,4,1,2,1,4,2,True
테스트조사,홍길동29340,010-7167-6723,A리서치,5,4,1,4,3,2,True
테스트조사,홍길동29418,010-1355-1543,C리서치,1,4,1,1,3,2,True
테스트조사,홍길동29435,010-7852-8291,C리서치,2,2,2,3,3,2,True
테스트조사,홍길동29442,010-9641-7402,C리서치,5,4,4,1,3,2,True
테스트조사,홍길동29496,010-5714-7027,A리서치,1,5,2,2,1,2,True
테스트조사,홍길동29524,010-6593-9586,C리서치,5,1,2,1,3,2,True
테스트조사,홍길동29618,010-9309-9409,B리서치,4,4,1,1,4,2,True
테스트조사,홍길동29623,010-1858-6562,C리서치,5,2,2,1,4,2,True
테스트조사,홍길동29749,010-1285-2948,A리서치,1,1,4,2,5,2,True
테스트조사,홍길동30073,010-3620-8625,C리서치,4,2,3,2,4,2,True
테스트조사,홍길동30091,010-3266-8539,A리서치,2,3,4,5,5,2,True
테스트조사,홍길동30142,010-2905-3124,A리서치,5,2,4,2,1,2,True
테스트조사,홍길동30155,010-3905-4045,A리서치,4,2,4,4,4,2,True
테스트조사,홍길동30427,010-1962-1844,C리서치,3,1,4,5,1,2,True
테스트조사,홍길동30557,010-2995-7796,A리서치,3,3,5,1,2,2,True
테스트조사,홍길동30729,010-1426-5120,C리서치,1,3,3,3,5,2,True
테스트조사,홍길동30877,010-7818-7028,A리서치,4,1,5,3,5,2,True
테스트조사,홍길동30932,010-5626-3073,B리서치,5,1,4,1,1,2,True
테스트조사,홍길동30935,010-8651-3386,A리서치,1,5,5,4,5,2,True
테스트조사,홍길동31209,010-2390-7068,C리서치,4,2,1,4,1,2,True
테스트조사,홍길동31397,010-7911-5575,B리서치,2,3,2,3,1,2,True
테스트조사,홍길동31431,010-8634-6831,B리서치,5,3,4,1,4,2,True
테스트조사,홍길동31439,010-5950-7122,B리서치,2,1,1,1,2,2,True
테스트조사,홍길동31474,010-2134-8311,B리서치,5,2,3,3,3,2,True
테스트조사,홍길동31711,010-3997-8271,C리서치,4,4,5,5,3,2,True
테스트조사,홍길동31781,010-1070-4521,A리서치,2,4,4,2,1,2,True
테스트조사,홍길동31973,010-8276-2173,B리서치,4,5,1,5,5,2,True
테스트조사,홍길동32017,010-1731-2951,C리서치,1,5,2,2,5,2,True
테스트조사,홍길동32145,010-7582-1123,B리서치,2,5,1,1,4,2,True
테스트조사,홍길동32349,010-5044-5200,C리서치,1,1,5,1,4,2,True
테스트조사,홍길동32433,010-4417-9730,B리서치,3,4,5,1,2,2,True
테스트조사,홍길동32480,010-4353-6132,A리서치,2,1,5,5,4,2,True
테스트조사,홍길동32497,010-3392-2460,C리서치,1,3,3,1,3,2,True
테스트조사,홍길동32612,010-5371-3134,C리서치,3,3,4,1,1,2,True
테스트조사,홍길동32640,010-3223-5890,A리서치,1,3,1,2,2,2,True
테스트조사,홍길동32655,010-2753-3152,C리서치,3,5,3,1,3,2,True
테스트조사,홍길동32672,010-5653-7803,A리서치,3,3,2,4,2,2,True
테스트조사,홍길동32720,010-4548-3096,A리서치,2,5,1,3,3,2,True
테스트조사,홍길동32779,010-3932-8239,A리서치,5,1,5,3,3,2,True
테스트조사,홍길동32844,010-5567-6057,C리서치,5,4,1,5,1,2,True
테스트조사,홍길동33002,010-7414-2248,A리서치,4,4,2,5,5,2,True
테스트조사,홍길동33066,010-2772-6848,A리서치,4,4,1,1,2,2,True
테스트조사,홍길동33125,010-1001-8873,B리서치,2,1,2,3,4,2,True
테스트조사,홍길동33170,010-3819-5481,C리서치,3,4,5,1,3,2,True
테스트조사,홍길동33172,010-9608-3416,A리서치,5,1,1,5,1,2,True
테스트조사,홍길동33194,010-9836-9629,C리서치,1,3,1,4,2,2,True
테스트조사,홍길동33321,010-1228-6459,B리서치,5,3,4,1,3,2,True
테스트조사,홍길동33398,010-1383-2887,B리서치,2,4,5,1,3,2,True
테스트조사,홍길동33467,010-4437-2866,B리서치,5,2,3,3,2,2,True
테스트조사,홍길동33518,010-3848-5601,B리서치,5,3,5,3,4,2,True
테스트조사,홍길동33567,010-1399-8399,C리서치,4,5,4,5,2,2,True
테스트조사,홍길동33739,010-6593-2008,C리서치,2,5,4,2,4,2,True
테스트조사,홍길동34018,010-9461-7741,C리서치,4,2,3,2,5,2,True
테스트조사,홍길동34224,010-5800-3667,C리서치,4,3,2,5,5,2,True
테스트조사,홍길동34244,010-4833-5400,A리서치,3,2,4,5,2,2,True
테스트조사,홍길동34268,010-6760-5542,B리서치,5,4,2,5,1,2,True
테스트조사,홍길동34320,010-2097-3211,B리서치,3,5,1,5,3,2,True
테스트조사,홍길동34516,010-6849-4375,A리서치,5,4,4,4,4,2,True
테스트조사,홍길동34521,010-9463-6096,C리서치,3,3,3,3,2,2,True
테스트조사,홍길동34566,010-7312-9518,A리서치,5,1,4,5,4,2,True
테스트조사,홍길동34626,010-6791-3967,C리서치,5,4,1,3,5,2,True
테스트조사,홍길동34794,010-8921-5967,A리서치,3,4,2,3,2,2,True
테스트조사,홍길동34862,010-8170-8655,B리서치,3,5,4,3,3,2,True
테스트조사,홍길동34939,010-2366-3654,B리서치,1,3,4,2,1,2,True
테스트조사,홍길동34947,010-8904-2883,B리서치,5,1,1,3,5,2,True
테스트조사,홍길동34982,010-5327-6910,B리서치,1,1,4,4,4,2,True
테스트조사,홍길동35027,010-1160-4031,A리서치,1,3,1,3,3,2,True
테스트조사,홍길동35039,010-8634-6831,B리서치,3,4,2,4,5,2,True
테스트조사,홍길동35146,010-9294-4272,C리서치,4,2,5,4,1,2,True
테스트조사,홍길동35419,010-2323-4708,B리서치,4,4,1,1,3,2,True
테스트조사,홍길동35706,010-3380-3310,B리서치,3,4,1,1,1,2,True
테스트조사,홍길동35709,010-7688-2012,C리서치,3,5,2,3,2,2,True
테스트조사,홍길동35736,010-2868-9211,B리서치,2,4,2,3,5,2,True
테스트조사,홍길동35750,010-2476-6037,B리서치,3,2,3,3,4,2,True
테스트조사,홍길동35757,010-6903-7562,C리서치,5,1,1,5,4,2,True
테스트조사,홍길동35778,010-3298-2801,A리서치,2,3,1,1,1,2,True
테스트조사,홍길동35840,010-1606-5755,A리서치,5,4,1,5,2,2,True
테스트조사,홍길동35944,010-3835-1588,B리서치,3,2,4,4,1,2,True
테스트조사,홍길동35989,010-7314-8976,C리서치,2,1,4,4,2,2,True
테스트조사,홍길동35999,010-5616-2648,B리서치,1,5,3,3,4,2,True
테스트조사,홍길동36080,010-8393-9887,C리서치,4,4,2,1,3,2,True
테스트조사,홍길동36087,010-2196-3141,B리서치,2,4,2,1,3,2,True
테스트조사,홍길동36109,010-9441-5719,B리서치,2,2,2,1,4,2,True
테스트조사,홍길동36132,010-3025-2818,A리서치,2,2,3,1,3,2,True
테스트조사,홍길동36173,010-3767-4585,B리서치,2,3,2,4,1,2,True
테스트조사,홍길동36238,010-3647-4308,B리서치,5,2,5,3,5,2,True
테스트조사,홍길동36305,010-6165-5174,B리서치,3,1,3,2,5,2,True
테스트조사,홍길동36320,010-8278-6575,A리서치,1,1,1,5,1,2,True
테스트조사,홍길동36359,010-5633-3995,B리서치,4,5,2,1,2,2,True
테스트조사,홍길동36495,010-6391-4027,A리서치,5,2,1,4,4,2,True
테스트조사,홍길동36544,010-8358-9851,A리서치,3,2,4,5,5,2,True
테스트조사,홍길동36742,010-4129-8257,A리서치,3,4,2,5,1,2,True
테스트조사,홍길동36781,010-2346-6571,B리서치,5,1,4,1,5,2,True
테스트조사,홍길동36801,010-7074-3279,C리서치,4,3,3,4,5,2,True
테스트조사,홍길동36946,010-1525-4713,B리서치,2,5,1,3,3,2,True
테스트조사,홍길동37132,010-7131-4406,C리서치,2,4,4,4,4,2,True
테스트조사,홍길동37191,010-1383-2887,C리서치,2,3,4,1,5,2,True
테스트조사,홍길동37413,010-3855-2769,B리서치,3,5,1,5,1,2,True
테스트조사,홍길동37420,010-6172-1032,C리서치,5,3,1,5,5,2,True
테스트조사,홍길동37434,010-6001-5598,B리서치,1,2,2,2,4,2,True
테스트조사,홍길동37511,010-3373-6787,C리서치,2,3,5,2,5,2,True
테스트조사,홍길동37657,010-5001-7268,C리서치,5,2,4,2,4,2,True
테스트조사,홍길동37681,010-1722-2813,C리서치,4,3,1,3,3,2,True
테스트조사,홍길동37690,010-5232-4273,C리서치,3,4,5,3,1,2,True
테스트조사,홍길동37694,010-5080-6047,B리서치,3,2,2,2,4,2,True
테스트조사,홍길동38044,010-4737-7956,C리서치,3,2,1,3,5,2,True
테스트조사,홍길동38062,010-2945-6754,A리서치,2,5,3,5,3,2,True
테스트조사,홍길동38306,010-1620-1499,A리서치,1,2,3,1,5,2,True
테스트조사,홍길동38322,010-7897-4437,B리서치,1,2,2,4,2,2,True
테스트조사,홍길동38540,010-7119-9304,B리서치,1,1,5,5,1,2,True
테스트조사,홍길동38612,010-3665-4063,B리서치,4,4,4,5,4,2,True
테스트조사,홍길동38613,010-6936-4931,B리서치,3,4,4,3,2,2,True
테스트조사,홍길동38643,010-7309-8948,B리서치,3,4,1,4,5,2,True
테스트조사,홍길동38671,010-3455-7763,B리서치,5,2,4,4,5,2,True
테스트조사,홍길동38712,010-8236-1768,B리서치,3,3,1,1,3,2,True
테스트조사,홍길동38764,010-4344-4224,A리서치,4,3,2,1,1,2,True
테스트조사,홍길동38875,010-2500-3792,B리서치,5,3,1,1,1,2,True
테스트조사,홍길동38906,010-3786-8091,A리서치,2,3,4,1,3,2,True
테스트조사,홍길동38937,010-7855-9721,C리서치,2,3,5,3,5,2,True
테스트조사,홍길동39016,010-3485-7495,B리서치,5,1,2,3,3,2,True
테스트조사,홍길동39036,010-8088-9172,B리서치,5,3,1,3,3,2,True
테스트조사,홍길동39040,010-4744-7064,A리서치,3,2,1,3,2,2,True
테스트조사,홍길동39225,010-5510-1724,C리서치,3,4,3,3,4,2,True
테스트조사,홍길동39248,010-5558-4409,A리서치,3,5,5,1,1,2,True
테스트조사,홍길동39408,010-9489-9546,B리서치,3,2,5,4,1,2,True
테스트조사,홍길동39542,010-5576-3179,B리서치,5,4,2,1,1,2,True
테스트조사,홍길동39707,010-5760-9443,A리서치,2,3,5,3,4,2,True
테스트조사,홍길동39751,010-4157-8425,B리서치,1,3,4,4,1,2,True
테스트조사,홍길동39757,010-5560-9767,B리서치,5,5,4,4,5,2,True
테스트조사,홍길동39775,010-5477-9835,B리서치,2,4,3,5,3,2,True
테스트조사,홍길동39951,010-9744-5659,C리서치,4,4,5,1,3,2,True
테스트조사,홍길동40071,010-3632-9723,B리서치,1,3,1,2,5,2,True
테스트조사,홍길동40183,010-7297-5145,B리서치,3,2,2,3,2,2,True
테스트조사,홍길동40258,010-4319-5385,C리서치,3,4,5,3,3,2,True
테스트조사,홍길동40297,010-1594-6782,C리서치,4,5,4,5,5,2,True
테스트조사,홍길동40303,010-6077-5594,C리서치,5,2,3,2,4,2,True
테스트조사,홍길동40360,010-6818-2411,C리서치,2,5,1,5,5,2,True
테스트조사,홍길동40376,010-5477-3227,B리서치,1,2,1,4,1,2,True
테스트조사,홍길동40473,010-5897-3557,B리서치,2,3,5,2,3,2,True
테스트조사,홍길동40613,010-4713-1465,A리서치,1,1,3,4,3,2,True
테스트조사,홍길동40641,010-5966-7888,A리서치,2,4,4,5,1,2,True
테스트조사,홍길동40784,010-7720-2990,B리서치,2,3,4,3,4,2,True
테스트조사,홍길동40818,010-8455-2573,C리서치,3,5,3,2,2,2,True
테스트조사,홍길동40922,010-4180-1941,C리서치,3,1,1,2,3,2,True
테스트조사,홍길동40981,010-1892-4056,B리서치,3,3,3,5,5,2,True
테스트조사,홍길동41007,010-5882-8722,B리서치,4,2,3,3,5,2,True
테스트조사,홍길동41075,010-7943-5909,A리서치,2,2,5,3,3,2,True
테스트조사,홍길동41288,010-8747-9373,A리서치,4,3,1,5,1,2,True
테스트조사,홍길동41349,010-3652-8177,C리서치,2,2,1,2,2,2,True
테스트조사,홍길동41505,010-5024-7234,B리서치,5,1,3,1,2,2,True
테스트조사,홍길동41567,010-6102-8244,C리서치,3,4,2,4,5,2,True
테스트조사,홍길동41583,010-2175-1417,C리서치,3,5,1,5,4,2,True
테스트조사,홍길동41835,010-5932-7685,B리서치,4,4,3,5,4,2,True
테스트조사,홍길동41911,010-9174-3480,B리서치,3,2,3,5,1,2,True
테스트조사,홍길동41953,010-2491-5134,B리서치,2,3,5,3,4,2,True
테스트조사,홍길동42039,010-9000-8094,B리서치,3,1,1,5,5,2,True
테스트조사,홍길동42109,010-4329-6000,C리서치,2,2,2,1,3,2,True
테스트조사,홍길동42151,010-1775-9677,B리서치,5,1,2,2,3,2,True
테스트조사,홍길동42159,010-4105-5153,A리서치,4,3,3,4,4,2,True
테스트조사,홍길동42284,010-6648-2154,B리서치,5,3,3,1,5,2,True
테스트조사,홍길동42425,010-4748-9280,A리서치,3,2,3,1,4,2,True
테스트조사,홍길동42573,010-4977-8262,A리서치,2,2,5,4,3,2,True
테스트조사,홍길동42657,010-9964-3051,A리서치,3,2,3,2,5,2,True
테스트조사,홍길동42855,010-9162-3045,B리서치,5,3,1,5,3,2,True
테스트조사,홍길동42907,010-9628-6218,C리서치,1,4,4,1,2,2,True
테스트조사,홍길동43006,010-8056-4812,A리서치,4,4,5,2,1,2,True
테스트조사,홍길동43244,010-6745-7542,C리서치,4,1,2,3,3,2,True
테스트조사,홍길동43372,010-8479-7961,C리서치,1,1,3,1,3,2,True
테스트조사,홍길동43469,010-6500-9239,A리서치,5,1,5,2,3,2,True
테스트조사,홍길동43483,010-7513-1066,C리서치,5,3,4,3,2,2,True
테스트조사,홍길동43823,010-4883-3800,C리서치,1,3,1,4,5,2,True
테스트조사,홍길동43904,010-9682-7509,A리서치,1,4,5,4,4,2,True
테스트조사,홍길동43928,010-4582-9346,C리서치,3,1,1,4,3,2,True
테스트조사,홍길동44053,010-1339-4101,B리서치,5,3,3,5,2,2,True
테스트조사,홍길동44331,010-8050-9899,A리서치,4,4,3,2,2,2,True
테스트조사,홍길동44410,010-4426-2244,A리서치,1,1,4,1,4,2,True
테스트조사,홍길동44473,010-4656-8816,C리서치,3,2,2,1,4,2,True
테스트조사,홍길동44587,010-8032-8427,B리서치,3,5,3,5,1,2,True
테스트조사,홍길동44665,010-5690-5323,B리서치,1,1,3,4,5,2,True
테스트조사,홍길동44847,010-9982-2674,A리서치,4,1,3,4,3,2,True
테스트조사,홍길동45297,010-5950-7122,B리서치,1,5,2,2,5,2,True
테스트조사,홍길동45351,010-8602-7609,C리서치,5,3,3,1,4,2,True
테스트조사,홍길동45401,010-6526-6433,B리서치,5,1,3,3,4,2,True
테스트조사,홍길동45413,010-4770-8698,B리서치,5,3,1,5,3,2,True
테스트조사,홍길동45416,010-3292-7016,C리서치,3,1,4,4,3,2,True
테스트조사,홍길동45428,010-2496-9673,B리서치,4,5,3,3,3,2,True
테스트조사,홍길동45463,010-7931-9071,A리서치,5,2,3,1,4,2,True
테스트조사,홍길동45499,010-6344-8596,B리서치,5,5,2,4,4,2,True
테스트조사,홍길동45509,010-2032-1798,A리서치,3,3,5,2,3,2,True
테스트조사,홍길동45538,010-4963-2352,A리서치,4,5,3,1,3,2,True
테스트조사,홍길동45697,010-9999-4651,B리서치,5,5,5,4,1,2,True
테스트조사,홍길동45730,010-5425-5864,B리서치,2,1,1,2,2,2,True
테스트조사,홍길동45759,010-3938-5494,A리서치,4,5,1,5,2,2,True
테스트조사,홍길동45810,010-6420-4026,C리서치,4,5,5,1,1,2,True
테스트조사,홍길동45853,010-2568-9762,C리서치,5,4,5,1,2,2,True
테스트조사,홍길동45936,010-5419-3701,A리서치,5,1,5,4,3,2,True
테스트조사,홍길동45943,010-9315-2900,B리서치,1,1,1,2,2,2,True
테스트조사,홍길동45951,010-4610-8227,C리서치,3,2,3,3,1,2,True
테스트조사,홍길동46032,010-9804-8192,C리서치,1,2,2,4,3,2,True
테스트조사,홍길동46058,010-2106-8934,B리서치,2,1,5,4,5,2,True
테스트조사,홍길동46160,010-9443-7858,A리서치,5,5,1,4,2,2,True
테스트조사,홍길동46227,010-1339-4101,B리서치,5,3,4,4,1,2,True
테스트조사,홍길동46241,010-4977-1682,C리서치,1,5,5,2,5,2,True
테스트조사,홍길동46381,010-5690-7412,C리서치,1,4,4,4,5,2,True
테스트조사,홍길동46504,010-4939-2652,A리서치,1,3,2,1,5,2,True
테스트조사,홍길동46687,010-9804-6651,C리서치,3,2,5,4,4,2,True
테스트조사,홍길동46826,010-5561-5588,B리서치,2,2,3,5,1,2,True
테스트조사,홍길동46838,010-4704-9094,B리서치,5,1,3,4,4,2,True
테스트조사,홍길동46843,010-7778-8328,C리서치,4,1,1,2,5,2,True
테스트조사,홍길동46845,010-9541-3148,C리서치,2,1,3,2,3,2,True
테스트조사,홍길동47177,010-4828-3429,A리서치,5,5,1,3,4,2,True
테스트조사,홍길동47265,010-5594-9900,A리서치,1,1,2,4,1,2,True
테스트조사,홍길동47309,010-4997-9346,C리서치,3,1,3,5,2,2,True
테스트조사,홍길동47395,010-3568-4665,C리서치,2,4,5,4,3,2,True
테스트조사,홍길동47412,010-6477-4283,B리서치,1,3,3,1,5,2,True
테스트조사,홍길동47498,010-1880-4130,C리서치,5,1,3,2,3,2,True
테스트조사,홍길동47872,010-8397-1161,B리서치,1,2,2,1,3,2,True
테스트조사,홍길동47910,010-4536-2904,A리서치,2,2,1,3,2,2,True
테스트조사,홍길동48270,010-6869-5436,C리서치,4,5,4,1,5,2,True
테스트조사,홍길동48277,010-8082-3536,A리서치,1,5,5,2,5,2,True
테스트조사,홍길동48393,010-9933-5913,B리서치,1,2,1,2,4,2,True
테스트조사,홍길동48402,010-6497-5528,A리서치,4,1,1,1,2,2,True
테스트조사,홍길동48450,010-4546-5983,A리서치,1,2,3,4,5,2,True
테스트조사,홍길동48456,010-4334-8464,A리서치,2,5,4,4,5,2,True
테스트조사,홍길동48542,010-9650-5036,B리서치,3,2,1,5,4,2,True
테스트조사,홍길동48722,010-5167-2556,A리서치,5,2,5,1,1,2,True
테스트조사,홍길동48758,010-7466-9533,C리서치,4,1,5,3,5,2,True
테스트조사,홍길동48970,010-2422-2181,C리서치,4,5,3,1,4,2,True
테스트조사,홍길동49072,010-1092-4572,C리서치,5,3,1,3,5,2,True
테스트조사,홍길동49145,010-8897-2017,A리서치,5,4,5,5,4,2,True
테스트조사,홍길동49156,010-8559-8006,B리서치,2,1,1,5,4,2,True
테스트조사,홍길동49193,010-8407-1824,B리서치,1,1,1,4,2,2,True
테스트조사,홍길동49312,010-1426-5120,B리서치,1,3,4,3,3,2,True
테스트조사,홍길동49566,010-4716-5189,A리서치,1,3,1,3,1,2,True
테스트조사,홍길동49630,010-7251-3292,B리서치,4,1,4,4,4,2,True
테스트조사,홍길동49690,010-2995-7796,C리서치,3,2,3,5,4,2,True
테스트조사,홍길동49714,010-9101-7807,C리서치,1,4,3,4,5,2,True
테스트조사,홍길동49725,010-9227-7156,C리서치,5,5,5,2,1,2,True
테스트조사,홍길동49795,010-6894-1862,A리서치,3,3,1,4,3,2,True
테스트조사,홍길동49806,010-7249-9363,A리서치,4,4,1,1,3,2,True
테스트조사,홍길동49931,010-3834-9643,C리서치,3,4,3,4,5,2,True
테스트조사,홍길동49999,010-3812-6678,A리서치,3,4,4,4,4,2,True
테스트조사,홍길동50016,010-8059-9564,A리서치,1,1,2,4,2,2,True
테스트조사,홍길동50148,010-1967-5287,C리서치,2,4,5,5,1,2,True
테스트조사,홍길동50238,010-8276-2173,B리서치,2,3,3,1,4,2,True
테스트조사,홍길동50348,010-9305-6440,B리서치,2,2,4,4,1,2,True
테스트조사,홍길동50375,010-5131-6992,A리서치,3,5,1,4,3,2,True
테스트조사,홍길동50588,010-6377-2550,C리서치,5,3,1,1,3,2,True
테스트조사,홍길동50678,010-8941-3336,C리서치,1,2,3,2,3,2,True
테스트조사,홍길동50734,010-4508-3560,B리서치,2,5,1,2,4,2,True
테스트조사,홍길동50800,010-1899-1078,C리서치,5,5,3,5,3,2,True
테스트조사,홍길동50894,010-3845-2772,B리서치,3,4,4,3,5,2,True
테스트조사,홍길동50974,010-2867-9057,C리서치,3,1,5,2,1,2,True
테스트조사,홍길동51059,010-7217-6677,C리서치,3,3,1,5,3,2,True
테스트조사,홍길동51117,010-2368-4491,C리서치,2,3,2,3,5,2,True
테스트조사,홍길동51119,010-8207-1583,A리서치,3,1,4,2,5,2,True
테스트조사,홍길동51127,010-9041-7560,C리서치,4,1,3,1,2,2,True
테스트조사,홍길동51172,010-4117-7472,B리서치,5,1,5,2,4,2,True
테스트조사,홍길동51222,010-3583-3487,C리서치,2,4,1,3,1,2,True
테스트조사,홍길동51224,010-4372-2875,C리서치,5,1,3,2,5,2,True
테스트조사,홍길동51431,010-2280-6150,B리서치,3,1,2,5,1,2,True
테스트조사,홍길동51446,010-3061-7390,A리서치,3,2,5,3,1,2,True
테스트조사,홍길동51509,010-5780-7748,C리서치,4,1,3,2,4,2,True
테스트조사,홍길동51576,010-9579-3370,A리서치,5,1,5,4,4,2,True
테스트조사,홍길동51587,010-3087-1239,C리서치,1,2,4,1,1,2,True
테스트조사,홍길동51658,010-8896-7690,A리서치,3,5,5,1,5,2,True
테스트조사,홍길동51682,010-9902-8468,B리서치,5,1,4,5,2,2,True
테스트조사,홍길동51733,010-5844-4887,A리서치,4,4,4,2,3,2,True
테스트조사,홍길동51743,010-3575-3477,A리서치,3,2,3,5,1,2,True
테스트조사,홍길동51801,010-3234-4081,C리서치,1,3,4,3,5,2,True
테스트조사,홍길동51910,010-6938-4863,B리서치,1,3,3,5,4,3,True
테스트조사,홍길동52120,010-5068-5636,B리서치,5,4,4,2,4,2,True
테스트조사,홍길동52136,010-7429-3599,C리서치,2,2,5,4,3,2,True
테스트조사,홍길동52242,010-5611-6642,C리서치,1,5,4,1,3,2,True
테스트조사,홍길동52248,010-4421-1128,C리서치,3,5,5,5,2,2,True
테스트조사,홍길동52251,010-6303-6868,A리서치,3,4,3,1,3,2,True
테스트조사,홍길동52268,010-3661-6811,C리서치,3,2,2,3,2,2,True
테스트조사,홍길동52341,010-3527-6386,B리서치,5,5,1,5,5,2,True
테스트조사,홍길동52394,010-4345-9682,B리서치,1,1,3,4,5,2,True
테스트조사,홍길동52509,010-8132-1806,C리서치,3,1,5,5,3,2,True
테스트조사,홍길동52571,010-5722-7506,C리서치,5,3,2,5,1,2,True
테스트조사,홍길동52719,010-8602-7609,C리서치,1,2,2,3,5,2,True
테스트조사,홍길동52896,010-8018-7735,A리서치,2,2,5,3,4,2,True
테스트조사,홍길동52954,010-4505-3008,A리서치,2,1,5,1,1,2,True
테스트조사,홍길동52976,010-1539-3522,C리서치,2,3,3,2,3,2,True
테스트조사,홍길동53029,010-3918-1205,C리서치,1,3,1,5,2,2,True
테스트조사,홍길동53340,010-5569-9536,C리서치,1,5,3,1,5,2,True
테스트조사,홍길동53358,010-4703-7777,A리서치,5,2,5,4,4,2,True
테스트조사,홍길동53464,010-8702-1468,A리서치,1,1,4,3,1,2,True
테스트조사,홍길동53493,010-5509-2863,B리서치,2,2,4,3,5,2,True
테스트조사,홍길동53638,010-7161-1882,C리서치,2,5,3,3,1,2,True
테스트조사,홍길동53832,010-4370-2895,A리서치,4,3,1,3,2,2,True
테스트조사,홍길동53921,010-6366-6944,C리서치,1,5,1,2,2,2,True
테스트조사,홍길동53995,010-1236-9913,B리서치,3,2,3,3,1,2,True
테스트조사,홍길동54013,010-2433-4140,C리서치,2,5,4,2,1,2,True
테스트조사,홍길동54041,010-2097-3211,C리서치,4,3,4,3,4,2,True
테스트조사,홍길동54139,010-2018-3883,C리서치,3,5,4,2,4,2,True
테스트조사,홍길동54361,010-3278-7456,C리서치,2,1,5,4,4,2,True
테스트조사,홍길동54410,010-8920-8985,C리서치,5,4,4,5,3,2,True
테스트조사,홍길동54466,010-3583-3487,A리서치,1,4,3,4,4,2,True
테스트조사,홍길동54469,010-7720-2990,A리서치,4,4,1,4,5,2,True
테스트조사,홍길동54629,010-1551-7057,C리서치,2,2,3,1,5,2,True
테스트조사,홍길동54641,010-6420-4026,C리서치,2,2,2,4,2,2,True
테스트조사,홍길동54713,010-1217-2939,B리서치,3,1,4,5,4,2,True
테스트조사,홍길동54940,010-9537-2414,B리서치,4,1,5,5,4,2,True
테스트조사,홍길동55039,010-3234-2976,B리서치,2,3,3,4,1,2,True
테스트조사,홍길동55255,010-3498-3459,B리서치,2,4,1,2,2,2,True
테스트조사,홍길동55499,010-9937-9634,B리서치,5,4,4,4,3,2,True
테스트조사,홍길동55535,010-6514-5032,B리서치,3,2,1,3,5,2,True
테스트조사,홍길동55616,010-8511-3177,C리서치,4,2,1,1,3,2,True
테스트조사,홍길동55701,010-6272-5640,A리서치,1,1,1,4,5,2,True
테스트조사,홍길동55780,010-2542-4687,A리서치,1,2,1,3,5,2,True
테스트조사,홍길동55917,010-6722-1223,B리서치,4,5,4,5,2,2,True
테스트조사,홍길동55964,010-4925-9176,B리서치,1,5,1,2,1,2,True
테스트조사,홍길동56027,010-3855-2769,C리서치,1,2,1,5,1,2,True
테스트조사,홍길동56117,010-1168-9164,B리서치,2,4,2,3,3,2,True
테스트조사,홍길동56234,010-5413-3311,A리서치,5,3,2,1,2,2,True
테스트조사,홍길동56270,010-9951-2875,B리서치,4,1,1,5,2,2,True
테스트조사,홍길동56602,010-2193-5436,B리서치,4,2,4,5,4,2,True
테스트조사,홍길동56636,010-5477-3227,B리서치,4,3,4,5,4,2,True
테스트조사,홍길동56698,010-4126-8409,C리서치,5,2,1,3,4,2,True
테스트조사,홍길동56742,010-2581-7894,C리서치,5,3,1,3,2,2,True
테스트조사,홍길동56781,010-6702-8832,B리서치,5,5,2,1,5,2,True
테스트조사,홍길동56798,010-3628-9950,B리서치,4,3,1,1,3,2,True
테스트조사,홍길동56918,010-8170-8655,A리서치,4,3,1,3,3,2,True
테스트조사,홍길동56924,010-5461-9251,B리서치,3,2,3,4,4,2,True
테스트조사,홍길동56954,010-4535-9570,A리서치,3,4,2,4,4,2,True
테스트조사,홍길동56975,010-5821-7336,B리서치,5,5,1,1,4,2,True
테스트조사,홍길동56995,010-3453-2620,A리서치,4,2,1,1,4,2,True
테스트조사,홍길동57104,010-7912-5825,B리서치,5,1,5,1,5,2,True
테스트조사,홍길동57301,010-4792-6455,C리서치,5,3,4,5,4,2,True
테스트조사,홍길동57431,010-4244-2009,B리서치,2,4,2,2,5,2,True
테스트조사,홍길동57485,010-4636-7164,C리서치,5,1,2,2,1,2,True
테스트조사,홍길동57491,010-2280-6150,B리서치,5,4,1,1,4,2,True
테스트조사,홍길동57523,010-1047-4892,B리서치,1,5,2,3,5,2,True
